STATSB,OPHOLD,TID,INDHOLD
Mexico,"Study etc., other reasons",2024M07,2
Nicaragua,"Study etc., education",2024M07,1
USA,"Study etc., education",2024M07,130
USA,"Study etc., interns",2024M07,5
USA,"Study etc., other reasons",2024M07,8
Yemen,"Study etc., education",2024M07,1
Afghanistan,"Study etc., education",2024M07,1
Afghanistan,"Study etc., other reasons",2024M07,2
Bangladesh,"Study etc., education",2024M07,153
Bangladesh,"Study etc., interns",2024M07,7
Bangladesh,"Study etc., other reasons",2024M07,53
Myanmar,"Study etc., education",2024M07,1
Cambodia,"Study etc., interns",2024M07,1
Stateless,"Study etc., other reasons",2024M06,2
Albania,"Study etc., education",2024M06,1
France,"Study etc., other reasons",2024M06,1
Poland,"Study etc., other reasons",2024M06,1
Portugal,"Study etc., other reasons",2024M06,1
United Kingdom,"Study etc., education",2024M06,25
United Kingdom,"Study etc., interns",2024M06,7
Turkey,"Study etc., education",2024M06,18
Turkey,"Study etc., interns",2024M06,13
Turkey,"Study etc., other reasons",2024M06,8
Ethiopia,"Study etc., education",2024M06,3
Ghana,"Study etc., education",2024M06,8
Ghana,"Study etc., interns",2024M06,4
Ghana,"Study etc., other reasons",2024M06,4
Kenya,"Study etc., education",2024M06,10
Kenya,"Study etc., au pair",2024M06,3
Kenya,"Study etc., interns",2024M06,4
Morocco,"Study etc., education",2024M06,1
Morocco,"Study etc., other reasons",2024M06,1
Nigeria,"Study etc., education",2024M06,4
Sudan,"Study etc., education",2024M06,1
South Africa,"Study etc., education",2024M06,3
South Africa,"Study etc., interns",2024M06,4
Tanzania,"Study etc., interns",2024M06,19
Uganda,"Study etc., interns",2024M06,48
Egypt,"Study etc., education",2024M06,3
Egypt,"Study etc., interns",2024M06,1
Cameroon,"Study etc., education",2024M06,1
Cameroon,"Study etc., other reasons",2024M06,2
Malawi,"Study etc., education",2024M06,2
Argentina,"Study etc., education",2024M06,2
Argentina,"Study etc., other reasons",2024M06,2
Brazil,"Study etc., education",2024M06,14
Brazil,"Study etc., au pair",2024M06,4
Brazil,"Study etc., interns",2024M06,8
Brazil,"Study etc., other reasons",2024M06,3
Canada,"Study etc., education",2024M06,42
Canada,"Study etc., interns",2024M06,2
Canada,"Study etc., other reasons",2024M06,2
Chile,"Study etc., education",2024M06,4
Chile,"Study etc., other reasons",2024M06,1
Colombia,"Study etc., education",2024M06,11
Colombia,"Study etc., other reasons",2024M06,1
Dominican Republic,"Study etc., education",2024M06,3
Ecuador,"Study etc., au pair",2024M06,1
Haiti,"Study etc., education",2024M06,1
Mexico,"Study etc., education",2024M06,41
Mexico,"Study etc., au pair",2024M06,1
Mexico,"Study etc., interns",2024M06,7
United Kingdom,"Study etc., education",2024M10,14
United Kingdom,"Study etc., other reasons",2024M10,1
Turkey,"Study etc., education",2024M10,3
Turkey,"Study etc., interns",2024M10,2
Turkey,"Study etc., other reasons",2024M10,7
Algeria,"Study etc., education",2024M10,1
Algeria,"Study etc., interns",2024M10,1
Ethiopia,"Study etc., interns",2024M10,1
Ethiopia,"Study etc., other reasons",2024M10,3
Ghana,"Study etc., education",2024M10,1
Ghana,"Study etc., interns",2024M10,4
Kenya,"Study etc., education",2024M10,1
Kenya,"Study etc., au pair",2024M10,2
Kenya,"Study etc., interns",2024M10,12
Nigeria,"Study etc., other reasons",2024M10,4
South Africa,"Study etc., education",2024M10,1
South Africa,"Study etc., interns",2024M10,5
Tanzania,"Study etc., interns",2024M10,22
Tunisia,"Study etc., education",2024M10,1
Uganda,"Study etc., education",2024M10,1
Uganda,"Study etc., au pair",2024M10,1
Uganda,"Study etc., interns",2024M10,58
Egypt,"Study etc., other reasons",2024M10,1
Cameroon,"Study etc., education",2024M10,1
Cameroon,"Study etc., other reasons",2024M10,19
"Congo, Democratic Republic","Study etc., education",2024M10,1
Zimbabwe,"Study etc., au pair",2024M10,1
Argentina,"Study etc., education",2024M10,4
Argentina,"Study etc., au pair",2024M10,1
Argentina,"Study etc., other reasons",2024M10,59
Brazil,"Study etc., education",2024M10,9
Brazil,"Study etc., interns",2024M10,4
Brazil,"Study etc., other reasons",2024M10,2
Canada,"Study etc., education",2024M10,11
Canada,"Study etc., interns",2024M10,1
Canada,"Study etc., other reasons",2024M10,12
Chile,"Study etc., education",2024M10,1
Chile,"Study etc., other reasons",2024M10,71
Colombia,"Study etc., education",2024M10,2
Colombia,"Study etc., other reasons",2024M10,1
Costa Rica,"Study etc., education",2024M10,1
Costa Rica,"Study etc., other reasons",2024M10,1
Ecuador,"Study etc., education",2024M10,1
Mexico,"Study etc., education",2024M10,9
Mexico,"Study etc., other reasons",2024M10,1
USA,"Study etc., education",2024M10,37
USA,"Study etc., interns",2024M10,7
USA,"Study etc., other reasons",2024M10,22
Mexico,"Study etc., other reasons",2024M06,3
Peru,"Study etc., education",2024M06,1
El Salvador,"Study etc., education",2024M06,1
USA,"Study etc., education",2024M06,65
USA,"Study etc., interns",2024M06,11
USA,"Study etc., other reasons",2024M06,7
Venezuela,"Study etc., education",2024M06,1
Bangladesh,"Study etc., education",2024M06,169
Bangladesh,"Study etc., interns",2024M06,6
Bangladesh,"Study etc., other reasons",2024M06,97
Myanmar,"Study etc., education",2024M06,2
Sri Lanka,"Study etc., education",2024M06,3
Sri Lanka,"Study etc., other reasons",2024M06,43
Taiwan,"Study etc., education",2024M06,2
Taiwan,"Study etc., other reasons",2024M06,1
India,"Study etc., education",2024M06,62
India,"Study etc., interns",2024M06,12
India,"Study etc., other reasons",2024M06,8
Indonesia,"Study etc., education",2024M06,12
Indonesia,"Study etc., other reasons",2024M06,3
Iraq,"Study etc., other reasons",2024M06,3
Iran,"Study etc., education",2024M06,18
Iran,"Study etc., other reasons",2024M06,203
Israel,"Study etc., education",2024M06,2
Japan,"Study etc., education",2024M06,71
Japan,"Study etc., au pair",2024M06,1
Japan,"Study etc., other reasons",2024M06,11
Jordan,"Study etc., education",2024M06,1
China,"Study etc., education",2024M06,175
China,"Study etc., interns",2024M06,12
China,"Study etc., other reasons",2024M06,2
Lebanon,"Study etc., education",2024M06,1
Malaysia,"Study etc., education",2024M06,10
Malaysia,"Study etc., interns",2024M06,1
Mongolia,"Study etc., education",2024M06,2
Nepal,"Study etc., education",2024M06,187
Nepal,"Study etc., interns",2024M06,5
Nepal,"Study etc., other reasons",2024M06,139
Vietnam,"Study etc., education",2024M06,9
Vietnam,"Study etc., interns",2024M06,58
Vietnam,"Study etc., other reasons",2024M06,2
Pakistan,"Study etc., education",2024M06,17
Pakistan,"Study etc., interns",2024M06,1
Pakistan,"Study etc., other reasons",2024M06,75
Philippines,"Study etc., education",2024M06,3
Philippines,"Study etc., au pair",2024M06,48
Philippines,"Study etc., interns",2024M06,3
Philippines,"Study etc., other reasons",2024M06,1
Singapore,"Study etc., education",2024M06,41
South Korea,"Study etc., education",2024M06,6
South Korea,"Study etc., other reasons",2024M06,1
Syria,"Study etc., education",2024M06,2
Thailand,"Study etc., education",2024M06,11
Thailand,"Study etc., au pair",2024M06,2
Australia,"Study etc., education",2024M06,65
Australia,"Study etc., other reasons",2024M06,12
New Zealand,"Study etc., education",2024M06,14
New Zealand,"Study etc., other reasons",2024M06,1
Russia,"Study etc., education",2024M06,6
Ukraine,"Study etc., education",2024M06,7
Ukraine,"Study etc., other reasons",2024M06,1
Armenia,"Study etc., education",2024M06,1
Azerbaijan,"Study etc., education",2024M06,3
Uzbekistan,"Study etc., interns",2024M06,5
Kazakhstan,"Study etc., education",2024M06,3
Georgia,"Study etc., education",2024M06,1
Bosnia and Herzegovina,"Study etc., other reasons",2024M06,1
Serbia,"Study etc., other reasons",2024M06,1
Kosovo,"Study etc., education",2024M06,1
Not stated,"Study etc., education",2024M06,1
United Arab Emirates,"Study etc., education",2024M10,1
Afghanistan,"Study etc., other reasons",2024M10,1
Bhutan,"Study etc., education",2024M10,1
Bangladesh,"Study etc., education",2024M10,25
Bangladesh,"Study etc., interns",2024M10,7
Bangladesh,"Study etc., other reasons",2024M10,326
Cambodia,"Study etc., interns",2024M10,1
Sri Lanka,"Study etc., education",2024M10,1
Sri Lanka,"Study etc., interns",2024M10,1
Sri Lanka,"Study etc., other reasons",2024M10,77
Taiwan,"Study etc., education",2024M10,1
India,"Study etc., education",2024M10,13
India,"Study etc., interns",2024M10,30
India,"Study etc., other reasons",2024M10,52
Indonesia,"Study etc., education",2024M10,1
Indonesia,"Study etc., other reasons",2024M10,2
Iraq,"Study etc., other reasons",2024M10,2
Iran,"Study etc., education",2024M10,6
Iran,"Study etc., interns",2024M10,1
Iran,"Study etc., other reasons",2024M10,91
Japan,"Study etc., education",2024M10,47
Japan,"Study etc., other reasons",2024M10,45
China,"Study etc., education",2024M10,40
China,"Study etc., interns",2024M10,4
China,"Study etc., other reasons",2024M10,4
Lebanon,"Study etc., education",2024M10,1
Malaysia,"Study etc., education",2024M10,1
Nepal,"Study etc., education",2024M10,28
Nepal,"Study etc., au pair",2024M10,2
Nepal,"Study etc., interns",2024M10,2
Nepal,"Study etc., other reasons",2024M10,364
Vietnam,"Study etc., education",2024M10,6
Vietnam,"Study etc., interns",2024M10,73
Vietnam,"Study etc., other reasons",2024M10,1
Pakistan,"Study etc., education",2024M10,5
Pakistan,"Study etc., interns",2024M10,1
Pakistan,"Study etc., other reasons",2024M10,111
Philippines,"Study etc., education",2024M10,1
Philippines,"Study etc., au pair",2024M10,65
Philippines,"Study etc., interns",2024M10,15
Philippines,"Study etc., other reasons",2024M10,6
Singapore,"Study etc., education",2024M10,4
Singapore,"Study etc., other reasons",2024M10,3
South Korea,"Study etc., education",2024M10,3
South Korea,"Study etc., interns",2024M10,2
South Korea,"Study etc., other reasons",2024M10,9
Thailand,"Study etc., education",2024M10,1
Thailand,"Study etc., au pair",2024M10,4
Thailand,"Study etc., interns",2024M10,3
Thailand,"Study etc., other reasons",2024M10,2
Australia,"Study etc., education",2024M10,19
Australia,"Study etc., interns",2024M10,1
Australia,"Study etc., other reasons",2024M10,13
New Zealand,"Study etc., education",2024M10,4
New Zealand,"Study etc., interns",2024M10,1
New Zealand,"Study etc., other reasons",2024M10,3
Russia,"Study etc., education",2024M10,2
Russia,"Study etc., interns",2024M10,1
Russia,"Study etc., other reasons",2024M10,1
Ukraine,"Study etc., education",2024M10,2
Ukraine,"Study etc., interns",2024M10,1
Ukraine,"Study etc., other reasons",2024M10,3
Belarus,"Study etc., education",2024M10,1
Azerbaijan,"Study etc., other reasons",2024M10,4
Uzbekistan,"Study etc., interns",2024M10,10
Kyrgyzstan,"Study etc., education",2024M10,2
Kyrgyzstan,"Study etc., interns",2024M10,5
Georgia,"Study etc., education",2024M10,1
Slovenia,"Study etc., other reasons",2024M10,1
Albania,"Study etc., education",2024M11,2
France,"Study etc., other reasons",2024M11,2
Netherlands,"Study etc., other reasons",2024M11,1
Italy,"Study etc., other reasons",2024M11,1
United Kingdom,"Study etc., education",2024M11,11
United Kingdom,"Study etc., other reasons",2024M11,2
Turkey,"Study etc., education",2024M11,18
Turkey,"Study etc., interns",2024M11,1
Turkey,"Study etc., other reasons",2024M11,1
Germany,"Study etc., other reasons",2024M11,3
Algeria,"Study etc., education",2024M11,2
Botswana,"Study etc., other reasons",2024M11,1
Ethiopia,"Study etc., education",2024M11,3
Ethiopia,"Study etc., other reasons",2024M11,4
"Gambia, The","Study etc., education",2024M11,1
Ghana,"Study etc., education",2024M11,10
Ghana,"Study etc., au pair",2024M11,1
Ghana,"Study etc., interns",2024M11,7
Ghana,"Study etc., other reasons",2024M11,1
Kenya,"Study etc., education",2024M11,5
Kenya,"Study etc., interns",2024M11,7
Morocco,"Study etc., education",2024M11,4
Nigeria,"Study etc., education",2024M11,3
Nigeria,"Study etc., other reasons",2024M11,2
South Africa,"Study etc., education",2024M11,3
South Africa,"Study etc., au pair",2024M11,1
South Africa,"Study etc., interns",2024M11,3
Tanzania,"Study etc., education",2024M11,1
Tanzania,"Study etc., interns",2024M11,16
Uganda,"Study etc., au pair",2024M11,1
Uganda,"Study etc., interns",2024M11,46
Egypt,"Study etc., education",2024M11,1
Cameroon,"Study etc., education",2024M11,1
Cameroon,"Study etc., other reasons",2024M11,2
"Congo, Democratic Republic","Study etc., other reasons",2024M11,10
Rwanda,"Study etc., education",2024M11,1
Zimbabwe,"Study etc., education",2024M11,1
Argentina,"Study etc., education",2024M11,1
Argentina,"Study etc., other reasons",2024M11,13
Brazil,"Study etc., education",2024M11,3
Brazil,"Study etc., interns",2024M11,2
Canada,"Study etc., education",2024M11,50
Canada,"Study etc., other reasons",2024M11,16
Chile,"Study etc., education",2024M11,5
Chile,"Study etc., interns",2024M11,1
Chile,"Study etc., other reasons",2024M11,3
Colombia,"Study etc., education",2024M11,5
Colombia,"Study etc., au pair",2024M11,1
Ecuador,"Study etc., interns",2024M11,1
Guatemala,"Study etc., education",2024M11,1
Dominica,"Study etc., education",2024M11,1
Mexico,"Study etc., education",2024M11,2
Mexico,"Study etc., interns",2024M11,2
Panama,"Study etc., education",2024M11,1
Panama,"Study etc., interns",2024M11,1
Paraguay,"Study etc., education",2024M11,1
Peru,"Study etc., education",2024M11,2
USA,"Study etc., education",2024M11,83
USA,"Study etc., au pair",2024M11,1
USA,"Study etc., interns",2024M11,4
USA,"Study etc., other reasons",2024M11,11
Afghanistan,"Study etc., other reasons",2024M11,7
Bangladesh,"Study etc., education",2024M11,76
Bangladesh,"Study etc., interns",2024M11,5
Bangladesh,"Study etc., other reasons",2024M11,111
Myanmar,"Study etc., other reasons",2024M11,1
Cambodia,"Study etc., interns",2024M11,2
Sri Lanka,"Study etc., education",2024M11,1
Sri Lanka,"Study etc., interns",2024M11,1
Sri Lanka,"Study etc., other reasons",2024M11,46
Taiwan,"Study etc., interns",2024M11,1
India,"Study etc., education",2024M11,34
India,"Study etc., interns",2024M11,18
India,"Study etc., other reasons",2024M11,13
Indonesia,"Study etc., education",2024M11,15
Indonesia,"Study etc., other reasons",2024M11,1
Iraq,"Study etc., other reasons",2024M11,2
Iran,"Study etc., education",2024M11,2
Iran,"Study etc., other reasons",2024M11,146
Israel,"Study etc., education",2024M11,2
Japan,"Study etc., education",2024M11,48
Japan,"Study etc., interns",2024M11,2
Japan,"Study etc., other reasons",2024M11,9
Jordan,"Study etc., education",2024M11,2
China,"Study etc., education",2024M11,113
China,"Study etc., interns",2024M11,7
China,"Study etc., other reasons",2024M11,4
Lebanon,"Study etc., education",2024M11,3
Malaysia,"Study etc., education",2024M11,2
Mongolia,"Study etc., education",2024M11,1
Nepal,"Study etc., education",2024M11,147
Nepal,"Study etc., interns",2024M11,5
Nepal,"Study etc., other reasons",2024M11,271
Vietnam,"Study etc., education",2024M11,7
Vietnam,"Study etc., interns",2024M11,56
Pakistan,"Study etc., education",2024M11,8
Pakistan,"Study etc., other reasons",2024M11,134
Philippines,"Study etc., education",2024M11,4
Philippines,"Study etc., au pair",2024M11,62
Philippines,"Study etc., interns",2024M11,11
Philippines,"Study etc., other reasons",2024M11,1
Saudi Arabia,"Study etc., interns",2024M11,1
Singapore,"Study etc., education",2024M11,34
South Korea,"Study etc., education",2024M11,6
South Korea,"Study etc., interns",2024M11,1
South Korea,"Study etc., other reasons",2024M11,8
Thailand,"Study etc., education",2024M11,6
Thailand,"Study etc., au pair",2024M11,2
Thailand,"Study etc., interns",2024M11,4
Thailand,"Study etc., other reasons",2024M11,1
Australia,"Study etc., education",2024M11,82
Australia,"Study etc., interns",2024M11,2
Australia,"Study etc., other reasons",2024M11,31
New Zealand,"Study etc., education",2024M11,18
New Zealand,"Study etc., other reasons",2024M11,3
Russia,"Study etc., education",2024M11,2
Ukraine,"Study etc., education",2024M11,4
Azerbaijan,"Study etc., education",2024M11,1
Uzbekistan,"Study etc., interns",2024M11,1
Kazakhstan,"Study etc., education",2024M11,4
Albania,"Study etc., education",2026M03,1
Belgium,"Study etc., other reasons",2026M03,1
Poland,"Study etc., other reasons",2026M03,1
United Kingdom,"Study etc., education",2026M03,7
United Kingdom,"Study etc., interns",2026M03,2
Turkey,"Study etc., education",2026M03,3
Turkey,"Study etc., interns",2026M03,1
Turkey,"Study etc., other reasons",2026M03,10
Algeria,"Study etc., au pair",2026M03,1
Ghana,"Study etc., education",2026M03,9
Ghana,"Study etc., interns",2026M03,2
Kenya,"Study etc., education",2026M03,1
Kenya,"Study etc., interns",2026M03,1
Morocco,"Study etc., education",2026M03,2
South Africa,"Study etc., education",2026M03,1
South Africa,"Study etc., interns",2026M03,3
Tanzania,"Study etc., education",2026M03,1
Tanzania,"Study etc., interns",2026M03,4
Tunisia,"Study etc., education",2026M03,1
Uganda,"Study etc., education",2026M03,2
Egypt,"Study etc., interns",2026M03,1
Egypt,"Study etc., other reasons",2026M03,2
Cameroon,"Study etc., other reasons",2026M03,3
Benin,"Study etc., interns",2026M03,1
Argentina,"Study etc., education",2026M03,2
Brazil,"Study etc., education",2026M03,4
Brazil,"Study etc., au pair",2026M03,2
Brazil,"Study etc., interns",2026M03,3
Brazil,"Study etc., other reasons",2026M03,2
Canada,"Study etc., education",2026M03,2
Canada,"Study etc., interns",2026M03,1
Canada,"Study etc., other reasons",2026M03,6
Chile,"Study etc., other reasons",2026M03,35
Colombia,"Study etc., education",2026M03,5
Colombia,"Study etc., interns",2026M03,2
Colombia,"Study etc., other reasons",2026M03,2
Ecuador,"Study etc., interns",2026M03,1
Ecuador,"Study etc., other reasons",2026M03,1
Mexico,"Study etc., education",2026M03,3
Mexico,"Study etc., interns",2026M03,4
Mexico,"Study etc., other reasons",2026M03,1
USA,"Study etc., education",2026M03,20
USA,"Study etc., interns",2026M03,4
USA,"Study etc., other reasons",2026M03,10
Bangladesh,"Study etc., education",2026M03,2
Bangladesh,"Study etc., interns",2026M03,1
Bangladesh,"Study etc., other reasons",2026M03,16
Cambodia,"Study etc., interns",2026M03,2
Sri Lanka,"Study etc., interns",2026M03,2
Sri Lanka,"Study etc., other reasons",2026M03,1
India,"Study etc., education",2026M03,8
India,"Study etc., interns",2026M03,19
India,"Study etc., other reasons",2026M03,16
Indonesia,"Study etc., au pair",2026M03,1
Indonesia,"Study etc., other reasons",2026M03,1
Iran,"Study etc., education",2026M03,7
Iran,"Study etc., other reasons",2026M03,7
Japan,"Study etc., education",2026M03,29
Japan,"Study etc., interns",2026M03,1
Japan,"Study etc., other reasons",2026M03,15
China,"Study etc., education",2026M03,12
China,"Study etc., interns",2026M03,3
China,"Study etc., other reasons",2026M03,1
Nepal,"Study etc., education",2026M03,2
Nepal,"Study etc., interns",2026M03,4
Nepal,"Study etc., other reasons",2026M03,3
Vietnam,"Study etc., education",2026M03,1
Vietnam,"Study etc., interns",2026M03,75
Pakistan,"Study etc., education",2026M03,1
Pakistan,"Study etc., other reasons",2026M03,25
Philippines,"Study etc., au pair",2026M03,57
Philippines,"Study etc., interns",2026M03,11
Philippines,"Study etc., other reasons",2026M03,1
South Korea,"Study etc., education",2026M03,16
South Korea,"Study etc., au pair",2026M03,1
South Korea,"Study etc., other reasons",2026M03,16
Syria,"Study etc., education",2026M03,1
Thailand,"Study etc., au pair",2026M03,3
Thailand,"Study etc., interns",2026M03,2
Australia,"Study etc., education",2026M03,16
Australia,"Study etc., other reasons",2026M03,23
New Zealand,"Study etc., education",2026M03,2
New Zealand,"Study etc., other reasons",2026M03,1
Russia,"Study etc., education",2026M03,1
Russia,"Study etc., other reasons",2026M03,1
Ukraine,"Study etc., other reasons",2026M03,5
Uzbekistan,"Study etc., interns",2026M03,6
Kazakhstan,"Study etc., education",2026M03,1
Montenegro,"Study etc., interns",2026M03,1
Monaco,"Study etc., other reasons",2025M03,1
United Kingdom,"Study etc., education",2025M03,2
United Kingdom,"Study etc., au pair",2025M03,1
United Kingdom,"Study etc., interns",2025M03,2
Turkey,"Study etc., education",2025M03,1
Turkey,"Study etc., interns",2025M03,7
Turkey,"Study etc., other reasons",2025M03,1
Germany,"Study etc., other reasons",2025M03,1
Algeria,"Study etc., interns",2025M03,1
Ghana,"Study etc., education",2025M03,1
Ghana,"Study etc., interns",2025M03,4
Ghana,"Study etc., other reasons",2025M03,3
Kenya,"Study etc., education",2025M03,1
Kenya,"Study etc., au pair",2025M03,1
Kenya,"Study etc., interns",2025M03,11
Morocco,"Study etc., other reasons",2025M03,1
Nigeria,"Study etc., education",2025M03,1
Nigeria,"Study etc., au pair",2025M03,1
Nigeria,"Study etc., other reasons",2025M03,1
Namibia,"Study etc., au pair",2025M03,2
South Africa,"Study etc., interns",2025M03,2
Tanzania,"Study etc., interns",2025M03,18
Uganda,"Study etc., au pair",2025M03,1
Uganda,"Study etc., interns",2025M03,37
Uganda,"Study etc., other reasons",2025M03,1
Egypt,"Study etc., education",2025M03,1
Egypt,"Study etc., interns",2025M03,1
Egypt,"Study etc., other reasons",2025M03,2
Cameroon,"Study etc., education",2025M03,3
Cameroon,"Study etc., other reasons",2025M03,1
"Congo, Democratic Republic","Study etc., other reasons",2025M03,11
Zimbabwe,"Study etc., education",2025M03,1
Brazil,"Study etc., education",2025M03,3
Brazil,"Study etc., interns",2025M03,9
Brazil,"Study etc., other reasons",2025M03,1
Canada,"Study etc., education",2025M03,3
Canada,"Study etc., other reasons",2025M03,5
Colombia,"Study etc., education",2025M03,1
Colombia,"Study etc., interns",2025M03,1
Costa Rica,"Study etc., interns",2025M03,1
Ecuador,"Study etc., education",2025M03,1
Guatemala,"Study etc., interns",2025M03,1
Mexico,"Study etc., education",2025M03,6
Mexico,"Study etc., au pair",2025M03,1
Mexico,"Study etc., interns",2025M03,2
USA,"Study etc., education",2025M03,13
USA,"Study etc., interns",2025M03,6
USA,"Study etc., other reasons",2025M03,9
Venezuela,"Study etc., interns",2025M03,1
Afghanistan,"Study etc., other reasons",2025M03,8
Bangladesh,"Study etc., education",2025M03,4
Bangladesh,"Study etc., interns",2025M03,3
Bangladesh,"Study etc., other reasons",2025M03,16
Sri Lanka,"Study etc., interns",2025M03,2
Sri Lanka,"Study etc., other reasons",2025M03,77
India,"Study etc., education",2025M03,4
India,"Study etc., interns",2025M03,19
India,"Study etc., other reasons",2025M03,5
Indonesia,"Study etc., interns",2025M03,3
Iraq,"Study etc., other reasons",2025M03,2
Iran,"Study etc., education",2025M03,4
Iran,"Study etc., interns",2025M03,2
Iran,"Study etc., other reasons",2025M03,93
Japan,"Study etc., education",2025M03,2
Japan,"Study etc., interns",2025M03,1
Japan,"Study etc., other reasons",2025M03,22
China,"Study etc., education",2025M03,10
China,"Study etc., interns",2025M03,9
China,"Study etc., other reasons",2025M03,2
Lebanon,"Study etc., other reasons",2025M03,1
Malaysia,"Study etc., interns",2025M03,1
Malaysia,"Study etc., other reasons",2025M03,5
Nepal,"Study etc., education",2025M03,5
Nepal,"Study etc., au pair",2025M03,1
Nepal,"Study etc., interns",2025M03,7
Nepal,"Study etc., other reasons",2025M03,105
Vietnam,"Study etc., education",2025M03,2
Vietnam,"Study etc., au pair",2025M03,1
Vietnam,"Study etc., interns",2025M03,49
Pakistan,"Study etc., education",2025M03,2
Pakistan,"Study etc., other reasons",2025M03,98
Philippines,"Study etc., au pair",2025M03,20
Philippines,"Study etc., interns",2025M03,13
Philippines,"Study etc., other reasons",2025M03,1
South Korea,"Study etc., education",2025M03,9
South Korea,"Study etc., interns",2025M03,2
South Korea,"Study etc., other reasons",2025M03,4
Thailand,"Study etc., au pair",2025M03,1
Thailand,"Study etc., interns",2025M03,2
Australia,"Study etc., education",2025M03,7
Australia,"Study etc., interns",2025M03,1
Australia,"Study etc., other reasons",2025M03,9
New Zealand,"Study etc., other reasons",2025M03,1
Russia,"Study etc., education",2025M03,2
Russia,"Study etc., interns",2025M03,1
Ukraine,"Study etc., education",2025M03,2
Ukraine,"Study etc., other reasons",2025M03,4
Moldova,"Study etc., au pair",2025M03,1
Uzbekistan,"Study etc., interns",2025M03,10
Turkmenistan,"Study etc., education",2025M03,1
Kyrgyzstan,"Study etc., interns",2025M03,2
Bosnia and Herzegovina,"Study etc., other reasons",2025M03,1
Republic of North Macedonia,"Study etc., interns",2025M03,2
Serbia,"Study etc., interns",2025M03,1
Serbia,"Study etc., other reasons",2025M03,1
Stateless,"Study etc., education",2025M02,1
France,"Study etc., other reasons",2025M02,1
United Kingdom,"Study etc., education",2025M02,10
United Kingdom,"Study etc., au pair",2025M02,1
United Kingdom,"Study etc., interns",2025M02,1
United Kingdom,"Study etc., other reasons",2025M02,1
Turkey,"Study etc., education",2025M02,3
Turkey,"Study etc., interns",2025M02,2
Algeria,"Study etc., education",2025M02,1
Ghana,"Study etc., education",2025M02,1
Ghana,"Study etc., au pair",2025M02,1
Ghana,"Study etc., interns",2025M02,5
Ghana,"Study etc., other reasons",2025M02,2
Kenya,"Study etc., education",2025M02,1
Kenya,"Study etc., interns",2025M02,11
South Africa,"Study etc., interns",2025M02,7
South Africa,"Study etc., other reasons",2025M02,3
Tanzania,"Study etc., education",2025M02,4
Tanzania,"Study etc., interns",2025M02,7
Tunisia,"Study etc., education",2025M02,1
Tunisia,"Study etc., other reasons",2025M02,2
Uganda,"Study etc., education",2025M02,2
Uganda,"Study etc., interns",2025M02,69
Egypt,"Study etc., education",2025M02,2
Egypt,"Study etc., other reasons",2025M02,1
Cameroon,"Study etc., education",2025M02,1
Cameroon,"Study etc., other reasons",2025M02,9
Ivory Coast,"Study etc., education",2025M02,1
Argentina,"Study etc., education",2025M02,3
Argentina,"Study etc., other reasons",2025M02,2
Brazil,"Study etc., education",2025M02,10
Brazil,"Study etc., au pair",2025M02,3
Brazil,"Study etc., interns",2025M02,1
Brazil,"Study etc., other reasons",2025M02,1
Canada,"Study etc., education",2025M02,9
Canada,"Study etc., interns",2025M02,1
Canada,"Study etc., other reasons",2025M02,6
Chile,"Study etc., education",2025M02,1
Colombia,"Study etc., education",2025M02,3
Colombia,"Study etc., au pair",2025M02,1
Colombia,"Study etc., interns",2025M02,3
Colombia,"Study etc., other reasons",2025M02,1
Costa Rica,"Study etc., education",2025M02,1
Guatemala,"Study etc., education",2025M02,1
Mexico,"Study etc., education",2025M02,8
Mexico,"Study etc., interns",2025M02,2
Peru,"Study etc., education",2025M02,1
USA,"Study etc., education",2025M02,64
USA,"Study etc., interns",2025M02,9
USA,"Study etc., other reasons",2025M02,2
Afghanistan,"Study etc., other reasons",2025M02,1
Bangladesh,"Study etc., education",2025M02,9
Bangladesh,"Study etc., interns",2025M02,4
Bangladesh,"Study etc., other reasons",2025M02,52
Cambodia,"Study etc., education",2025M02,1
Sri Lanka,"Study etc., education",2025M02,1
Sri Lanka,"Study etc., au pair",2025M02,1
Sri Lanka,"Study etc., other reasons",2025M02,56
India,"Study etc., education",2025M02,5
India,"Study etc., interns",2025M02,20
India,"Study etc., other reasons",2025M02,13
Indonesia,"Study etc., education",2025M02,1
Indonesia,"Study etc., interns",2025M02,1
Indonesia,"Study etc., other reasons",2025M02,5
Iraq,"Study etc., other reasons",2025M02,1
Iran,"Study etc., education",2025M02,11
Iran,"Study etc., other reasons",2025M02,82
Israel,"Study etc., education",2025M02,2
Japan,"Study etc., education",2025M02,20
Japan,"Study etc., other reasons",2025M02,27
China,"Study etc., education",2025M02,43
China,"Study etc., interns",2025M02,6
China,"Study etc., other reasons",2025M02,1
Lebanon,"Study etc., education",2025M02,1
Nepal,"Study etc., education",2025M02,13
Nepal,"Study etc., au pair",2025M02,1
Nepal,"Study etc., interns",2025M02,3
Nepal,"Study etc., other reasons",2025M02,140
Vietnam,"Study etc., education",2025M02,2
Vietnam,"Study etc., interns",2025M02,47
Vietnam,"Study etc., other reasons",2025M02,1
Pakistan,"Study etc., education",2025M02,5
Pakistan,"Study etc., other reasons",2025M02,113
Philippines,"Study etc., education",2025M02,1
Philippines,"Study etc., au pair",2025M02,52
Philippines,"Study etc., interns",2025M02,7
Philippines,"Study etc., other reasons",2025M02,1
